65676913.0;15000.0;198.9314727493722;15000.0;198.9314727493722;0.2899;457.97;6.073643105002;447.57;5.935717283895768;75.40285;11.0;1.0;60.0;2.0;0.0;4.0
63177012.0;11250.0;150.16707636588558;11250.0;150.16707636588558;0.2899;377.38;5.037337891462925;738.9;9.862973575711365;74.91655476190475;0.0;1.0;36.0;12.0;1.0;2.0
41021489.0;16400.0;218.3154698475053;16400.0;218.3154698475053;0.2899;381.52;5.078763296110989;3789.71;50.44831214852374;75.12065;3.0;1.0;60.0;14.0;1.0;1.0
60417140.0;8400.0;112.12475035319457;8400.0;112.12475035319457;0.2899;262.8;3.5079029039070875;1047.52;13.982490296425997;74.91655476190475;0.0;1.0;36.0;5.0;1.0;1.0
43125650.0;28000.0;372.7337290079359;28000.0;372.7337290079359;0.19519999999999998;734.38;9.77600699674457;7313.44;97.35592010984995;75.12065;3.0;1.0;60.0;23.0;1.0;2.0
65662544.0;20000.0;265.2419636658296;20000.0;265.2419636658296;0.15410000000000001;480.12;6.367398579761906;454.44;6.026827898414981;75.40285;11.0;1.0;60.0;16.0;1.0;1.0
40298097.0;35000.0;467.8553311112433;13000.0;173.77483726989038;0.1649;460.2;6.151629239354119;5038.38;67.34951266183617;74.80945;2.0;1.0;36.0;18.0;1.0;2.0
66464411.0;18000.0;239.02462019983787;18000.0;239.02462019983787;0.15410000000000001;432.11;5.738051590808441;0.0;0.0;75.30605;12.0;1.0;60.0;20.0;1.0;1.0
65404741.0;10000.0;132.6209818329148;10000.0;132.6209818329148;0.2899;329.72;4.372779012994867;313.76;4.1611159259895345;75.40285;11.0;1.0;36.0;10.0;1.0;3.0
51880826.0;6000.0;79.96268408076232;6000.0;79.96268408076232;0.2899;196.41;2.6175784633837544;1347.39;17.95682015059639;75.035;6.0;1.0;36.0;9.0;1.0;4.0
59543019.0;24000.0;318.6973775853495;24000.0;318.6973775853495;0.21989999999999998;662.72;8.80029691972345;2621.56;34.8118457159437;75.30655;9.0;0.0;60.0;26.0;1.0;2.0
57862311.0;21600.0;288.0182411552732;21600.0;288.0182411552732;0.2899;724.57;9.661545231197977;3607.62;48.10464662761975;74.99525;8.0;1.0;36.0;12.0;0.0;2.0
